"weight";"lat";"lon"
4973;41.3908333;19.655
1379;40.0488889;44.5475
35677;40.2691667;44.6244444
1195;39.7363889;45.3455556
1575;40.3077778;44.2847222
1278;41.0105556;44.4675
4707;39.2038889;46.5472222
1252;40.5841667;44.6913889
1925;39.7836111;45.2280556
2913;40.2336111;44.2513889
7672;40.7813889;43.8963889
2654;40.1430556;44.1483333
1362;40.0958333;44.2861111
13186;41.1305556;44.6519444
1675;40.9466667;43.7813889
1267;40.2416667;44.2727778
1532;40.6419444;43.9822222
1634;40.0961111;44.2511111
5670;40.5961111;44.3536111
2952;40.3330556;43.6580556
5092;40.2183333;44.2327778
999;40.4025;44.5436111
3214;40.2511111;44.6630556
1738;40.7797222;43.8005556
6554;39.8094444;44.7144444
1373;40.0427778;44.1458333
1235;41.1641667;44.8725
1718;39.7208333;45.1838889
1041;40.0361111;44.4688889
1403;40.1416667;44.3708333
2435;40.8613889;44.2727778
2455;40.1005556;44.0969444
1522;40.7361111;43.8927778
2089;40.0391667;44.5416667
1623;40.6486111;44.0444444
1703;40.1580556;44.44
2047;40.0608333;44.0952778
2528;40.3794444;44.5994444
2434;39.7666667;44.8083333
2752;40.0897222;44.0483333
3808;40.1688889;44.2141667
20562;39.9538889;44.5505556
3086;40.2983333;43.7541667
1501;40.1513889;44.2663889
3193;40.8336111;45.4711111
2819;40.1544444;45.5022222
2660;40.4494444;44.6063889
2244;40.2963889;44.5958333
1131;40.3275;43.9166667
18779;40.3016667;44.3591667
3520;40.1238889;45.3566667
4215;39.8405556;44.6836111
3758;39.8647222;44.6702778
2535;39.4627778;46.4152778
2888;40.9744444;45.2519444
1095;40.1886111;44.3833333
1349;39.95;44.6
1358;40.2355556;44.2866667
1606;40.0666667;44.0666667
2431;40.0030556;44.5575
3192;39.9458333;44.6088889
997;40.6841667;45.1730556
2174;41.195;44.8925
2174;41.1716667;44.8191667
1850;40.9758333;45.1980556
4448;40.7238889;43.8205556
2886;39.9833333;44.5
2886;40.1333333;44.0666667
1690;40.1908333;43.8494444
3024;41.2458333;44.8211111
2982;40.2536111;44.6038889
3089;40.1144444;44.0122222
1273;40.0852778;44.5786111
1114;40.8680556;44.4455556
3150;41.2027778;45.0033333
8374;40.8808333;45.3916667
1912;39.4969444;45.9730556
1028;39.5338889;46.3030556
1678;40.4552778;44.5205556
3902;40.3413889;44.2736111
1228;40.0161111;44.5186111
6972;40.3147222;44.5936111
6153;40.5952778;45.3475
1740;41.1861111;44.8313889
2504;39.9669444;44.5363889
3080;40.2183333;43.8602778
2325;40.1058333;44.4138889
1785;40.8380556;44.4233333
1762;40.1016667;44.3905556
2157;40.5719444;44.8122222
13480;40.7408333;44.8630556
1212;40.0080556;44.4880556
1186;40.2227778;44.2716667
1016;40.5688889;45.2319444
2484;40.9633333;44.6516667
2795;40.02;44.5852778
1162;40.5155556;43.8133333
2011;40.205;44.6430556
3570;40.1752778;45.175
1019;40.3941667;44.685
1264;40.7247222;44.7138889
1305;40.5369444;44.8577778
3841;40.3147222;45.1113889
6827;40.1194444;44.7230556
21681;40.3588889;45.1266667
3309;40.0838889;44.3055556
1060;40.3116667;45.68
1597;40.5619444;44.8827778
2409;40.1497222;44.4344444
2005;40.8958333;45.1313889
2114;40.0433333;43.9447222
1947;40.0380556;44.5638889
2113;40.1261111;44.4177778
2080;39.7783333;45.3477778
1088;40.8955556;44.1991667
20379;39.5077778;46.3386111
994;40.7225;45.0033333
1879;40.1130556;44.2716667
2109;40.9697222;44.4713889
148383;40.7894444;43.8475
3370;40.7780556;44.9625
2031;40.1197222;44.3775
1140;40.0727778;44.3069444
1201;40.7558333;43.77
1817;40.6427778;44.1444444
5348;40.1361111;44.0138889
1893;40.6541667;43.8822222
3472;40.1019444;44.3427778
1134;40.0244444;44.45
40796;40.5016667;44.7547222
14737;40.8755556;45.1491667
2986;40.0455556;44.0208333
4582;39.8416667;45.6722222
1032;40.0452778;44.4736111
3078;40.7875;44.1972222
1696;40.0547222;44.5133333
2064;40.2358333;44.6938889
1340;40.8280556;43.9483333
2950;40.2472222;44.5366667
33161;39.2011111;46.415
1252;40.3244444;44.6938889
3521;40.3338889;44.3777778
2274;40.1638889;45.5722222
4247;40.5333333;44.4166667
1728;40.9386111;45.1797222
1940;39.5122222;46.4336111
2581;40.3072222;44.16
2097;40.2730556;45.1444444
4182;40.5202778;44.9308333
1499;40.1238889;43.9652778
1306;40.5669444;43.9361111
2511;40.4675;44.7980556
1192;40.7955556;44.2783333
1710;40.82;44.3972222
1517;40.7883333;44.1844444
1101;40.9388889;44.7725
2197;40.1758333;44.0186111
1024;40.0802778;45.2511111
1521;40.8530556;43.8294444
4174;39.7369444;45.3875
4959;40.5722222;43.8669444
3308;40.7380556;44.6875
1360;40.0336111;44.1738889
2946;40.0575;44.4711111
1644;40.8375;43.7719444
11037;40.1447222;45.3063889
18911;40.0138889;44.4858333
1727;40.2522222;44.6383333
2659;40.6147222;44.6522222
1107;40.6758333;43.9486111
4540;38.9022222;46.2383333
2702;40.1816667;44.3991667
8789;40.0713889;44.2891667
4767;41.2016667;44.2288889
2570;40.2186111;45.7694444
1934;40.8372222;44.1091667
1964;40.9063889;45.4913889
1032;40.0286111;44.5586111
4961;40.1297222;44.0705556
1623;40.285;44.5422222
1713;39.9661111;44.5333333
2131;40.0283333;44.4827778
2323;40.1544444;44.3777778
1499;40.7652778;43.9908333
3458;40.1775;43.9063889
4019;40.0677778;43.9855556
1227;40.8613889;45.3175
1060;40.0913889;44.4041667
2485;40.1922222;44.3466667
1811;40.0236111;44.4244444
1597;40.0866667;43.99
3049;40.0041667;44.5947222
1386;41.1880556;44.3272222
5426;40.3822222;45.1783333
4896;40.3211111;44.5797222
1462;40.2666667;44.6563889
1459;40.3133333;44.4047222
1751;39.8166667;44.6669444
5119;41.1725;44.9936111
1916;40.0263889;44.5252778
4524;41.0538889;44.6113889
4768;40.2705556;44.2691667
1637;40.9805556;45.3991667
2436;40.5933333;43.94
1838;40.65;44.05
4333;40.2480556;44.415
2159;40.0405556;44.0675
1231;40.2566667;44.585
989;40.0252778;44.3702778
1368;39.7597222;45.18
2343;40.1852778;44.2422222
1111;40.7725;44.2191667
1115;40.67;43.8663889
1096;41.0563889;45.1458333
6173;40.2891667;45.1341667
1959;40.2472222;44.3380556
17083;40.555;44.9536111
1011;39.5616667;45.9122222
3905;39.9308333;44.5783333
1843;40.7883333;44.5316667
1671;39.8333333;45.3016667
1587;40.4861111;44.3825
1757;40.05;43.9333333
2206;39.4341667;46.3155556
2008;40.8605556;44.1527778
1007;40.8480556;43.9213889
2872;41.1477778;44.8377778
1793;39.9;44.6666667
15208;39.4627778;45.9730556
1135;40.0586111;44.3863889
2295;40.4636111;44.7086111
1613;40.1133333;44.0552778
1226;40.665;44.0188889
15063;40.7955556;44.2783333
2241;39.75;44.8
4945;40.3369444;43.8588889
1816;40.0772222;44.0886111
1874;40.1330556;44.1991667
7318;41.1244444;44.2819444
2248;40.1416667;45.1913889
2120;39.5547222;46.4758333
1207;40.7986111;44.1072222
1408;40.5386111;44.7113889
1551;40.6361111;44.2230556
1050;40.1869444;44.2666667
3857;40.6330556;44.9522222
2531;40.1819444;45.635
1949;40.4769444;45.0375
3968;40.1608333;45.4538889
1693;40.9633333;44.6516667
1102;41.0711111;44.3969444
1276;40.3536111;44.3686111
49514;40.1727778;44.2925
3235;40.1377778;45.3291667
1184;40.9080556;44.6069444
1153;40.57;45.3955556
101099;40.8127778;44.4883333
1297;40.95;44.4666667
2095;40.1916667;45.1875
7709;40.135;45.4363889
11382;40.1805556;45.7283333
1614;40.5561111;44.9111111
12192;39.9105556;44.7277778
3931;40.0005556;44.585
1853;40.0252778;44.5908333
4173;40.1327778;45.2486111
2114;39.5358333;46.3119444
1162;39.7938889;45.3633333
1803;40.7383333;43.7758333
2181;40.1413889;44.3291667
1287;41.1191667;45.0652778
3789;40.2797222;44.295
2925;39.9588889;44.5591667
1221;39.8277778;44.6372222
1746;40.0902778;44.1625
1154;40.9041667;44.6325
10705;40.3216667;44.4813889
1346;40.0722222;44.2158333
1285;40.7;43.75
1093499;40.1811111;44.5136111
1130;39.8094444;45.0511111
1323;39.6372222;45.5086111
1340;40.2611111;44.7361111
1512;40.1616667;44.0883333
1390;40.0925;44.3919444
1167;40.3569444;44.5230556
1470;40.5736111;44.7863889
4484;40.5108333;44.4288889
2424;12.2833333;-69.0666667
823;17.4833333;-62.9833333
13;12.1833333;-68.2833333
3081;12.15;-68.2666667
289;12.3166667;-69.1666667
1937;12.05;-68.8166667
1097;17.4666667;-62.9833333
1496;12.2333333;-68.3333333
5138;12.1333333;-68.9833333
1987;12.2666667;-69.1
488;17.6333333;-63.25
783;12.3666667;-69.1666667
97590;12.1;-68.9166667
442;17.6333333;-63.2333333
151235;-12.578333;13.407222
21205;-12.8525;15.560556
66020;-5.55;12.2
10551;-13.733333;15.066667
30305;-13.783333;14.683333
12839;-8.18812;15.37495
19150;-12.016667;17.483333
18858;-12.15;17.283333
16980;-12.431389;13.547222
28229;-8.58;13.664167
4764;-11.067147;20.701483
7677;-12.166667;17.333333
226177;-12.776111;15.739167
8915;-10.73366;14.979949
113624;-12.383333;16.933333
5168;-11.65;20.45
207957;-12.319722;13.599722
24350;-12.906667;15.253333
2776125;-8.836804;13.233174
18465;-10.707273;22.22466
102541;-14.916667;13.5
20115;-8.419151;20.744655
21115;-11.783333;19.916667
4972;-11.55;20.783333
87047;-9.544722;16.345278
19141;-14.661639;17.688224
80150;-15.196111;12.152222
10169;-17.066667;15.733333
40498;-9.66078;20.391553
67553;-6.134903;12.368935
33278;-11.206048;13.843713
60008;-7.613282;15.056621
40385;-31.652925;-64.428259
52333;-36.776976;-59.858539
282950;-38.719595;-62.272432
35106;-32.625906;-62.68873
83175;-34.168742;-58.95914
213601;-28.469574;-65.785239
34587;-34.641667;-60.473889
52307;-34.895661;-60.016667
142597;-45.864135;-67.496558
72904;-32.482493;-58.237217
155686;-31.392959;-58.02089
1441007;-31.413496;-64.181052
390481;-27.480596;-58.834099
25190;-36.313215;-57.679185
62823;-26.404841;-54.624784
248756;-26.177534;-58.178139
55900;-35.656622;-63.756815
76066;-39.02797;-67.573711
70340;-29.14003;-59.262564
88218;-33.009375;-58.51722
33120;-33.141559;-59.309657
277150;-24.194565;-65.297116
76369;-34.583816;-60.943318
684318;-34.921454;-57.954533
178497;-29.411048;-66.850668
49273;-23.806443;-64.787574
24798;-34.866494;-61.530197
74823;-34.570278;-59.105
77625;-33.035471;-68.877823
645771;-38.002278;-57.557539
973047;-32.890845;-68.827171
49067;-34.651455;-59.430676
30649;-29.181858;-58.078951
126559;-33.674359;-65.461405
84969;-38.547259;-58.736753
359037;-38.951606;-68.059102
34717;-35.444374;-60.883131
58939;-27.487059;-55.11994
80005;-36.892715;-60.32254
299257;-31.731967;-60.523802
86708;-33.889949;-60.573568
313438;-27.367077;-55.896078
89584;-26.785221;-60.438761
95547;-42.769201;-65.038513
53117;-38.875875;-62.073589
84025;-31.250332;-61.486696
26341;-43.300158;-65.10228
95979;-29.15;-59.65
406967;-27.46056;-58.983886
174058;-33.130671;-64.349918
93234;-51.622613;-69.218127
53396;-32.173008;-64.114055
65641;-33.190509;-68.46081
1218497;-32.946818;-60.639317
548288;-24.785896;-65.411664
110044;-41.140293;-71.301369
71444;-31.427971;-62.082656
469958;-31.5375;-68.536389
47627;-28.133061;-58.767331
184869;-33.295012;-66.335627
107554;-33.081031;-68.468138
130705;-33.335784;-60.225233
67514;-33.679127;-59.666635
43124;-24.231266;-64.866141
125033;-34.617717;-68.330066
84504;-23.13398;-64.324645
456044;-31.629484;-60.701036
89478;-36.616667;-64.283333
407636;-27.795112;-64.261489
84333;-34.982645;-58.376169
100127;-37.321674;-59.133164
63600;-22.516365;-63.801314
107883;-43.250075;-65.313295
47143;-38.373939;-60.279781
828402;-26.824144;-65.2226
58045;-54.8;-68.3
24668;-35.432303;-60.172707
71794;-33.745564;-61.968845
25139;-32.619888;-60.153907
76553;-40.813452;-62.996676
61095;-31.424138;-64.497778
44278;-33.227778;-60.329699
92337;-32.407514;-63.240161
88222;-34.098142;-59.028585
6594;47.3;11.5
5829;47.55;13.35
6040;47.35;9.65
4833;47.15;14.233333
9652;47.9;13.75
22832;48.116667;14.866667
4154;47.75;13.066667
14936;48.2;14.283333
6923;46.546111;13.71
6517;48.216667;14.4
5560;47.233333;11.3
5210;47.6;13.783333
24893;48.016667;16.233333
7869;47.633333;13.616667
4935;48.033333;14.2
7002;47.166667;13.1
14267;47.716667;13.616667
4775;46.962778;14.791667
11013;47.966667;16.2
4850;46.983333;16.05
5031;47.833333;13.033333
8796;47.95;16.1
10145;47.416667;13.216667
13904;47.149722;9.816667
16403;48.266667;13.033333
26928;47.5;9.766667
7339;48.016667;16.766667
13254;47.416667;15.283333
8049;46.815278;15.222222
7153;48.299722;16.566667
43013;47.416667;9.733056
5088;47.633333;12.216667
8376;47.8;13.766667
7809;46.608056;14.364167
6089;46.591389;14.643611
9509;47.95;16.4
5987;47.533333;14.883333
11767;47.85;16.516667
8510;48.35;14.45
10816;48.2;14.466667
4877;46.953056;15.888333
5286;48.35;14.05
14440;46.716667;14.1
29446;47.233056;9.6
7661;46.526944;14.301944
8406;46.565556;13.865278
8203;47.2;14.683333
5162;48.066667;13.483333
7574;48.5;14.5
5369;46.955278;14.405833
6629;47.266667;15.316667
3734;47.35;11.85
5962;47.05;16.083333
6282;48.35;14.416667
8588;48.35;16.733333
6657;48.016667;14.4
5245;47.1;15.716667
6213;47.666667;15.933333
13287;47.916667;13.8
5811;48.766667;14.983333
10342;47.333056;9.633056
6806;47.133333;15.35
222326;47.066667;15.45
4766;48.233333;13.833333
6918;47.733333;13.033333
9071;48.033333;16.3
5164;48.15;15.5
5622;48.15;16.933333
18980;47.683333;13.1
11197;47.6;14.45
11766;47.483056;9.683056
4472;48.866667;15.116667
7242;46.627222;13.367222
7866;48.266667;15.683333
5534;48.083333;16.433333
7207;47.466667;9.633056
14072;47.366667;9.683056
10966;48.55;16.083333
5314;47.45;12.166667
6414;47.55;9.75
6485;48.65;15.65
5312;48.233333;14.183333
9225;47.233333;10.733333
112467;47.266667;11.4
6806;47.4;11.783333
4319;46.939167;16.146667
9992;47.166667;14.666667
21819;47.433333;15.3
5790;47.5;15.45
5115;47.516667;12.083333
8818;47.45;12.383333
90610;46.624722;14.305278
24843;48.3;16.316667
12704;47.216667;14.816667
10447;47.066667;15.083333
11498;48.35;16.333333
7184;47.95;16.216667
24092;48.416667;15.6
6626;48.05;14.133333
5236;47.533333;15.55
6668;47.616667;13.15
16116;47.583333;12.166667
9569;47.966667;13.816667
6084;48.716667;16.383333
7351;47.133333;10.566667
7081;48.466667;15.666667
7733;48.3;16.35
9212;47.483056;9.733056
7029;46.781667;15.541667
5044;47.966667;13.616667
24809;47.383333;15.1
22736;48.266667;14.25
12270;46.831111;12.759722
6903;47.566667;14.233333
181163;48.3;14.3
5209;47.533333;9.75
20218;47.433056;9.65
11666;48.183333;14.116667
8085;48.1;16.283333
5076;47;12.533333
6448;47.733333;16.4
5272;48.216667;15.316667
5902;47.85;14.133333
10820;48.57;16.576667
4627;47.2;9.65
5680;47.266667;12.483333
20710;48.083333;16.283333
4602;46.6575;14.174722
9410;47.6;15.683333
5856;47.183056;9.7
4183;47.783333;16.283333
7521;48.2;15.9
11313;47.716667;16.083333
5949;47.933333;16.833333
4628;47.166667;9.8
5738;48.25;13.333333
6879;47.283333;16.2
6143;48.25;14.2
6301;46.714167;13.636111
14041;48.116667;16.266667
7644;48.25;14.633333
5257;47.366667;16.116667
6105;47.9;16.383333
5653;48.666667;16.633333
6083;48.183333;16.083333
5247;48.05;15.133333
8327;48.2;16.166667
4926;47.383333;13.45
11455;47.283056;9.65
2673;47.7;15.833333
4139;48.75;15.95
5851;47.483333;10.716667
11511;48.216667;13.5
5561;47.516667;14.35
8498;47.283333;11.45
1726;47.8;16.666667
16119;47.416667;12.85
145310;47.8;13.033333
10825;46.766111;14.823611
5760;48.166667;13.133333
4180;47.933333;13.483333
4481;46.547778;14.057222
10887;47.35;13.2
49000;48.2;15.633333
9063;48.166667;14.516667
13116;46.768056;14.360278
4919;48.45;13.433333
4631;47.9;13.95
4659;47.383333;13.683333
5811;48.783333;15.066667
3506;47.066667;9.916667
12507;47.333333;11.7
15711;48.133333;16.466667
6221;46.821944;13.495
9865;47.9;13.133333
4959;47.95;13.583333
7062;48.25;16
8722;48.033333;14.3
16363;46.8;13.5
4856;48.283333;14.366667
39567;48.05;14.416667
14831;48.383333;16.216667
7637;48.316667;16.666667
6126;47.133333;13.8
14028;47.3;11.066667
15153;47.716667;16.033333
5501;47.833333;13.25
5855;48;13.6
16212;48.016667;16.283333
5815;48.35;15.733333
23959;48.216667;14.233333
8313;47.416667;15
14201;48.333333;16.05
8817;46.616111;14.045833
1569315;48.2;16.366667
58882;46.610278;13.855833
11887;48.016667;13.65
4869;48;13.483333
9980;47.033333;15.15
11543;46.662222;14.634444
6573;47.25;11.333333
4628;47.333333;11.683333
7456;48;13.916667
11774;47.966667;14.766667
7517;47.283333;11.6
9128;47.216667;15.616667
57947;48.166667;14.033333
5070;46.616667;13.933333
8530;48.066667;16.316667
38481;47.8;16.25
6718;48.1;15.6
25610;46.840556;14.844167
8110;47.466667;9.75
6416;48.383333;16.516667
11265;47.483333;12.066667
5676;48.166667;15.083333
10046;47.316667;12.783333
7726;47.183333;14.75
6567;47.283333;11.233333
5661;48.533333;16.75
11718;48.616667;15.166667
1074168;-34.928661;138.598633
23913;-35.003101;117.865952
104261;-36.07494;146.923935
26188;-23.697479;133.883621
1289;-13.85413;136.421295
6111;-37.285419;142.927277
22673;-30.50828;151.671234
6959;-17.268641;145.47522
6621;-33.279202;115.715042
9079;-19.573931;147.406662
11006;-37.822891;147.610413
85110;-37.56266;143.862579
14248;-28.86414;153.565414
10557;-35.706581;150.175415
9020;-36.551128;145.984253
81658;-36.758179;144.280243
6309;-24.416667;150.5
7250;-23.583509;148.87912
13649;-27.08367;153.159424
10983;-20.01367;148.247543
9605;-34.477501;150.420395
1843459;-27.47101;153.024292
17395;-31.961729;141.459976
13218;-17.955379;122.23922
15228;-26.684429;153.057053
26370;-33.32711;115.641373
52478;-24.866211;152.3479
19976;-41.05584;145.903748
8280;-27.161131;152.959442
12374;-33.652489;115.345497
6764;-28.64201;153.611938
21478;-27.08465;152.951096
154318;-16.92304;145.766251
38714;-26.797091;153.137711
324025;-35.27603;149.13435
7392;-24.88073;113.659401
9539;-28.858191;153.047485
6604;-37.067089;144.216843
16394;-32.832111;151.356232
9574;-20.07671;146.263535
7413;-38.1567;144.555099
62978;-30.296261;153.11351
9089;-38.339001;143.584885
6337;-33.362061;116.156174
8555;-26.533331;153.091232
6520;-36.234692;149.125977
4934;-34.640949;148.028381
5179;-35.999619;146.385803
6799;-33.835541;148.696625
19728;-37.6;144.95
39420;-38.113419;145.283264
6908;-38.35;145.2
9848;-27.18169;151.262054
93081;-12.45722;130.836639
16090;-27.193541;153.026306
8024;-35.527409;144.959579
19318;-41.176949;146.351517
29362;-32.24295;148.604843
9399;-23.522961;148.157837
7889;-33.86013;121.882591
15000;-32.79924;134.211594
4838;-33.384361;148.007599
1347;-12.02811;135.564865
6513;-27.558729;152.276184
16362;-34.602509;138.749023
150438;-38.153461;144.358093
27259;-28.778971;114.614594
30493;-23.84761;151.256348
501175;-28.00029;153.430878
20941;-34.751549;149.720856
16399;-29.690121;152.933365
15456;-34.288528;146.050934
7148;-30.98065;150.258377
11029;-26.189159;152.658188
8869;-37.74334;142.028915
6583;-38.3;145.183333
7098;-37.65395;145.517181
47561;-25.285;152.873
204863;-42.883209;147.331665
12830;-36.711311;142.199814
3359;-12.49576;131.044464
6127;-18.645519;146.162476
10144;-17.522091;146.031021
8561;-29.774031;151.111664
1892;-12.67558;132.831406
11694;-20.73649;116.84638
10142;-14.46517;132.263474
19881;-26.705999;153.131577
9522;-31.078979;152.830933
10380;-34.668282;150.852188
8573;-26.53994;151.837296
5679;-15.77813;128.744141
10991;-32.819328;151.47908
20087;-32.230129;115.781281
6396;-36.313351;145.050354
5849;-37.878941;147.995132
8179;-38.02388;144.406174
72462;-41.438759;147.134674
7299;-34.551048;146.404831
5865;-32.731579;152.037186
6120;-38.19001;144.468246
31433;-28.81328;153.275803
11129;-33.482471;150.136307
75924;-21.15345;149.165543
73369;-32.526901;115.721703
1391;-12.05111;134.22258
8403;-16.995001;145.423233
20680;-25.54073;152.704926
7046;-37.04562;143.739227
5841;-32.741501;151.867599
3730212;-37.813938;144.963425
32369;-37.683392;144.585434
47867;-34.185509;142.162506
986;-12.10188;134.919006
6717;-34.45002;150.445724
7955;-21.99828;148.034836
10261;-27.108761;152.949066
8205;-29.46278;149.841568
11585;-38.23476;146.394989
6739;-34.553741;150.371155
8357;-35.066667;138.866667
23210;-37.831799;140.77919
22564;-20.725229;139.497269
9042;-32.433333;149.583333
11356;-35.119862;139.273453
6868;-28.32732;153.393387
11630;-32.261181;150.890091
14919;-26.626129;152.959412
6899;-30.643181;153.008835
7082;-30.32612;149.783707
7725;-32.720428;152.143982
17684;-27.98941;153.336334
497961;-32.927792;151.784485
5526;-42.78075;147.059387
1250;-11.75911;130.638153
947;-14.73081;134.731018
3202;-12.18652;136.782013
5858;-31.649321;116.674232
30402;-33.283089;149.100006
10602;-38.070179;145.474106
31075;-12.45722;130.836639
11137;-33.137199;148.175903
1446715;-31.95224;115.861397
12133;-32.495972;137.772812
14289;-20.312149;118.610588
1351;-14.24029;129.52092
8842;-38.352612;141.605743
11247;-34.72625;135.87442
48553;-31.43084;152.908936
12328;-33.191761;138.017456
32249;-35.354931;149.231995
13606;-32.75;151.75
65851;-23.38032;150.505951
19264;-20.772289;117.146477
5497;-26.56741;148.787506
12917;-38.11095;147.068024
14608;-30.36459;153.10141
13813;-32.567421;151.166031
7015;-38.216667;145.166667
6991;-37.05632;142.780884
29926;-37.577419;144.726074
9276;-35.3386;143.559525
4394585;-33.861481;151.205475
38552;-31.090481;150.929047
44183;-31.91099;152.453873
92802;-27.56056;151.953857
6670;-25.283333;152.866667
138959;-19.26639;146.805695
18226;-38.195278;146.541504
6526;-35.300159;148.225052
9250;-35.359058;150.472473
9605;-41.160259;146.182419
7760;-35.550419;138.621536
11930;-27.58329;153.311722
55382;-35.125771;147.353745
14023;-36.358459;146.320557
9128;-38.159119;145.931183
29928;-38.38176;142.487991
12347;-28.219009;152.034378
5428;-32.555882;148.945084
19646;-33.032681;137.564835
31518;-36.121792;146.888092
260918;-34.424;150.893448
5985;-38.605862;145.593552
10769;-23.126829;150.744064
7501;-34.313499;148.301071
3903;-25.245291;130.980545
29998;12.5166667;-70.0333333
39451;39.99096;46.927356
23528;40.65;47.476111
12542;41.118889;45.453889
17209;40.569167;48.396476
857;40.521667;46.080556
6724;40.625278;46.975556
13435;40.472255;50.333041
15190;38.455977;48.87498
11398;40.339444;49.803889
1116513;40.395278;49.882222
1234;40.7552;48.391044
24795;40.517888;50.113901
5684;40.540833;49.659722
8624;40.5725;49.706389
10820;38.9558;45.6308
3277;40.903896;49.335522
3277;40.870977;49.342333
7334;40.610278;46.789722
35348;40.653056;47.740556
712;40.397462;50.336733
2462;40.374444;49.681944
2523;39.520018;47.0318
2003;38.763253;48.762231
4308;39.336672;49.214143
2714;39.448771;47.335313
36293;40.374444;50.085278
31381;39.871307;48.064094
929;39.947532;45.962121
17913;40.397778;49.898611
4567;38.532778;48.816667
34488;40.433333;49.85
2036;40.303056;49.62
7094;38.772633;48.412788
30694;40.323718;49.728038
9603;39.027781;48.670276
40092;40.532778;50.003889
6353;39.029348;46.718471
4410;40.095182;48.821136
7045;40.506667;46.825
7700;40.556111;50.005556
18661;39.37417;49.247224
9781;38.905954;46.023411
5102;40.564032;49.8913
18182;39.458333;48.545
